name,official_link,path,lyrics
Nàng thơ,https://www.youtube.com/watch?v=e89-sUH-_Is,Nàng_thơ\official.mp3,"Em, ngày em đánh rơi nụ cười vào anh
Có nghĩ sau này em sẽ chờ
Và vô tư cho đi hết những ngây thơ
Anh, một người hát mãi những điều mong manh
Lang thang tìm niềm vui đã lỡ
Chẳng buồn dặn lòng quên hết những chơ vơ
Ta yêu nhau bằng nỗi nhớ chưa khô trên những bức thư
Ta đâu bao giờ có lỗi khi không nghe tim chối từ
Chỉ tiếc rằng
Em không là nàng thơ
Anh cũng không còn là nhạc sĩ mộng mơ
Tình này nhẹ như gió
Lại trĩu lên tim ta những vết hằn
Tiếng yêu này mỏng manh
Giờ tan vỡ, thôi cũng đành
Xếp riêng những ngày tháng hồn nhiên
Trả lại...
Mai, rồi em sẽ quên ngày mình khờ dại
Mong em kỷ niệm này cất lại
Mong em ngày buồn thôi ướt đẫm trên vai
Mai, ngày em sải bước bên đời thênh thang
Chỉ cần một điều em hãy nhớ
Có một người từng yêu em tha thiết vô bờ
Em không là nàng thơ
Anh cũng không còn là nhạc sĩ mộng mơ
Tình này nhẹ như gió
Lại trĩu lên tim ta những vết hằn
Tiếng yêu này mỏng manh
Giờ tan vỡ, thôi cũng đành
Xếp riêng những ngày tháng hồn nhiên
Trả hết cho em
Em không là nàng thơ
Anh cũng không còn là nhạc sĩ mộng mơ
Tình này nhẹ như gió
Lại trĩu lên tim ta những vết hằn
Tiếng yêu này mỏng manh
Giờ tan vỡ, thôi cũng đành
Xếp riêng những ngày tháng hồn nhiên
Trả hết cho em"
Ánh nắng của anh,https://www.youtube.com/watch?v=3UyotSd-Cp4,Ánh_nắng_của_anh\official.mp3,"Từ bao lâu nay
Anh cứ mãi cô đơn bơ vơ
Bao lâu rồi ai đâu hay
Ngày cứ thế trôi qua miên man
Riêng anh một mình nơi đây
Những phút giây trôi qua tầm tay
Chờ một ai đó đến bên anh
Lặng nghe những tâm tư này
Là tia nắng ấm
Là em đến bên anh
Cho vơi đi ưu phiền ngày hôm qua
Nhẹ nhàng xóa đi bao mây đen
Vây quanh cuộc đời nơi anh
Phút giây anh mong đến tình yêu ấy
Giờ đây là em
Người anh mơ ước bao đêm
Sẽ luôn thật gần bên em
Sẽ luôn là vòng tay ấm êm
Sẽ luôn là người yêu em
Cùng em đi đến chân trời
Lắng nghe từng nhịp tim anh
Lắng nghe từng lời anh muốn nói
Vì em luôn đẹp nhất
Khi em cười
Vì em luôn là tia nắng trong anh
Không xa rời
Bình minh dẫn lối
Ngày sau có em luôn bên anh trên con đường ta chung đôi
Niềm hạnh phúc như trong cơn mơ
Chưa bao giờ anh nghĩ tới
Phút giây ta trao nhau tình yêu ấy
Giờ đây là em
Người anh sẽ mãi không quên
Sẽ luôn thật gần bên em
Sẽ luôn là vòng tay ấm êm
Sẽ luôn là người yêu em
Cùng em đi đến chân trời
Lắng nghe từng nhịp tim anh
Lắng nghe từng lời anh muốn nói
Vì em luôn đẹp nhất khi em cười
Vì em luôn là tia nắng trong anh
Không xa rời
Sẽ luôn thật gần bên em
Sẽ luôn là vòng tay ấm êm
Sẽ luôn là người yêu em
Cùng em đi đến chân trời
Lắng nghe từng nhịp tim anh
Lắng nghe từng lời anh muốn nói
Vì em luôn đẹp nhất khi em cười
Vì em luôn là tia nắng trong anh
Không xa rời
Vì em luôn là tia nắng trong anh
Không xa rời"
Vài lần đón đưa,https://www.youtube.com/watch?v=f3QmvxbzutQ,Vài_lần_đón_đưa\official.mp3,"Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Ai đi theo em mấy lần phố mưa
Mưa bay theo em áo dài đón đưa
Hồn tựa là mưa, mưa vọng hát
Ai đi theo em mấy chiều phố xa
Hương hoa bay vây lối về thiết tha
Lòng tựa là hoa, hoa rực rỡ
Vài lần đón đưa
Lặng im
Trên phố mưa rơi triền miên
Vài lần đón đưa
Em về, nụ cười giấu kín
Vài lần đón đưa
Đường quen
Hương gió bay qua
Lòng em
Chiều nào bước chân
Vô tình
Người không đến
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Vài lần đón đưa
Đường quen
Hương gió bay qua lòng em
Chiều nào bước chân
Vô tình
Người không đến
Vài lần đón đưa
Rồi quen
Hồn nhiên đến gọi muộn phiền
Chiều nay thoáng nghe
Lẻ loi
Bên hàng me
Vài lần đón đưa
Vài lần đón đưa"
Có hẹn với thanh xuân,https://www.youtube.com/watch?v=VudRgxDTjbA,Có_hẹn_với_thanh_xuân\official.mp3,"Cũng đã đến lúc nghẹn ngào
Nói lời chào đến mối tình đầu
Một cuốn sách ngọt ngào mà đôi ta từng viết
Em như bông hoa mặt trời
Có nụ cười đốt cháy lòng người
Có lẽ em là thanh xuân của tôi
Từ ngày mai tôi phải đi
Hẹn gặp em trong một khi khác
Kỷ niệm đôi ta đành ghi nhớ trong tim
Này người ơi em đừng quên
Lần đầu tiên ta bước đến
Mình đã chìm vào vùng trời yêu thương
Nếu lỡ mai đây vô tình thấy được nhau
Hãy để cho tôi nói với em lời chào
Nếu trái tim ta chung nỗi nhớ đong đầy
Hẹn gặp lại em ngày tháng của sau này
Hoo-uh-uh-ah uh-ah-uh hoo-uh-uh-ah
Hoo-uh-uh-ah ha-ah-ah hoo-yeah
Hoo-uh-uh-ah uh-ah-uh hoo-uh-uh-ah
Hẹn gặp lại em ngày tháng của sau này
Oh oh, tôi giờ đang nơi xa
Bận lòng nhiều điều về em (worry about you)
Em bình tâm hơn chưa
Hay là nước mắt nhòe suốt đêm
Một ngày của em dạo này như thế nào?
Thường đi quán quen hay đến nơi ồn ào
Từ ngày tụi mình kết thúc bây giờ cuộc sống em ra sao?
Thôi thì mong em đừng khóc nữa
Đừng bỏ bữa những ngày sau
Không còn anh, bao điều vẫn tốt như xưa
Mong em ngủ ngoan không hoài nghĩ nữa
Đừng thức trắng đêm trầm tư
Vì anh chẳng muốn thấy người mà mình yêu đau
Nếu lỡ mai đây vô tình thấy được nhau
Hãy để cho tôi nói với em lời chào
Nếu trái tim ta chung nỗi nhớ đong đầy
Hẹn gặp lại em ngày tháng của sau này
Nếu lỡ mai đây vô tình thấy được nhau
Hãy để cho tôi nói với em lời chào
Nếu trái tim ta chung nỗi nhớ đong đầy
Hẹn gặp lại em ngày tháng của sau này (muốn nói với em thật nhiều)
Hoo-uh-uh-ah uh-ah-uh hoo-uh-uh-ah
Hoo-uh-uh-ah ha-ah-ah hoo
Hoo-uh-uh-ah uh-ah-uh hoo-uh-uh-ah
Hẹn gặp lại em ngày tháng của sau này"
Bước qua nhau,https://www.youtube.com/watch?v=Vdm6i1m4tDE,Bước_qua_nhau\official.mp3,"Cuộc đời cứ trôi
Ta nhìn lại ngày tháng còn bên nhau
Cùng những thăng trầm
Tại sao không vẫy tay chào nơi ta đứng bây giờ
Hai nơi hai người dưng
Đợi em bước qua
Để khiến anh nhận ra là đôi mắt em còn đang buồn
Màu hoa cài áo vẫn còn như lời hứa đã từng
Giờ đây còn như xưa
Dòng người vội vàng bước qua
Chợt như chiếc hôn thế thôi
Đôi môi chia làm đôi
Như ta đang mong vậy thôi
Người nghẹn ngào bước đi
Chợt như chúng ta quay về
Giấu trái tim mình và đừng thổn thức khi thấy nhau oh
Đoàn tàu kia dừng lại
Còn hai ta bước qua nhau
Cuộc đời cứ trôi
Ta nhìn lại ngày tháng còn bên nhau
Cùng những thăng trầm
Và tại sao không vẫy tay chào nơi ta đứng bây giờ
Hai nơi hai người dưng
Đợi em bước qua
Để khiến anh nhận ra là đôi mắt em còn đang buồn
Và màu hoa cài áo vẫn còn như lời hứa đã từng
Giờ đây còn như xưa
Dòng người vội vàng bước qua
Chợt như chiếc hôn thế thôi
Đôi môi chia làm đôi
Như ta đang mong vậy thôi
Người nghẹn ngào bước đi
Chợt như chúng ta quay về
Giấu trái tim mình và đừng thổn thức khi thấy nhau oh
Đoàn tàu kia dừng lại (đoàn tàu kia)
Còn hai ta trôi đi theo mây trời
Từng cảm xúc trong tim anh đang cô đơn cùng với ngàn lời
Viết riêng cho bài ca tình đầu
Chỉ còn lại một thói quen từ lâu woh
Dòng người vội vàng bước qua
Chợt như chiếc hôn thế thôi
Đôi môi chia làm đôi
Như ta đang mong vậy thôi oh oh"
Shape of you,https://www.youtube.com/watch?v=Vds8ddYXYZY,Shape_of_you\official.mp3,"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
One week in we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
And leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play, and I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Every day discovering something brand new
I'm in love with the shape of you"
Chuyện rằng,https://www.youtube.com/watch?v=akgNYX8i9Xs,Chuyện_rằng\official.mp3,"Lal lal lal hah
Khi đêm ùa vào ôm chặt em
Oh I'm just a boy
Chẳng thể là quá muộn khi nói lời yêu một người
Chẳng thể là quá muộn khi ta hoài tiếc một đời
Những lời yêu sao quá khó khăn
Kìa những tháng năm dài ta đã cùng đi bên nhau
Nhìn đoá môi em cười cho ta một vết thương sâu
Những lời yêu sao quá khó khăn
Chuyện rằng huh huh huh huh mơ màng
Anh giam yêu dấu trong anh từng phút yên lặng
Là từng câu hát anh yêu em
Viết ra không tên
Khi đêm đen về
Chuyện rằng năm tháng cứ trôi chẳng thấy quay lại
Tại sao anh vẫn đau khi nhìn thấy em bên ai
Liệu rằng câu hát anh yêu em
Sẽ đến bên em khi đêm ùa vào ôm chặt em
Oh I'm just a boy
Tìm thấy nhau cả rồi nhưng trong lòng vẫn chơi vơi
Thả tiếng yêu không lời trôi theo ngọn gió muôn nơi
Những lời yêu sao quá khó khăn
Chuyện rằng huh huh huh huh mơ màng
Anh giam yêu dấu trong anh từng phút yên lặng
Là từng câu hát anh yêu em
Viết ra không tên
Khi đêm đen về
Chuyện rằng năm tháng cứ trôi chẳng thấy quay lại
Tại sao anh vẫn đau khi nhìn thấy em bên ai
Liệu rằng câu hát anh yêu em
Sẽ đến bên em
Khi đêm ùa vào ôm chặt em
Ngập ngừng lời yêu la la love
Có phải quá trễ để trao về em không la la love
Có phải tiếng khóc cô đơn vì em la la love
Đã đến lúc hát lên câu ca này
Ngập ngừng lời yêu la la love
Chẳng thể quá trễ để trao về em đâu la la love
Chẳng còn tiếng khóc cô đơn vì em la la love
Đã đến lúc hát lên câu ca này
Chuyện rằng huh huh huh huh mơ màng
Anh trao yêu dấu trong anh từng phút yên bình
Để từng câu hát anh yêu em
Sẽ đến bên em
Khi đêm đen về
Chuyện rằng năm tháng cứ trôi chẳng thấy quay lại
Và chẳng hối tiếc khi có nhìn thấy em bên ai
Để từng câu hát anh yêu em
Sẽ đến bên em
Khi đêm ùa vào ôm chặt em
Oh I'm just a boy"
Closer,https://www.youtube.com/watch?v=25ROFXjoaAU,Closer\official.mp3,"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again
I know it breaks your heart
Moved to the city in a broke-down car, and
Four years, no calls
Now you're looking pretty in a hotel bar
And I, I, I, I, I can't stop
No, I, I, I, I, I can't stop
So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older
You look as good as the day I met you
I forget just why I left you, I was insane
Stay and play that Blink-182 song
That we beat to death in Tucson, okay
I know it breaks your heart
Moved to the city in a broke-down car, and
Four years, no call
Now I'm looking pretty in a hotel bar
And I, I, I, I, I can't stop
No, I, I, I, I, I can't stop
So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older
We ain't ever getting older
We ain't ever getting older"
SPECIALZ,https://www.youtube.com/watch?v=ldEzCnE89a4,SPECIALZ\official.mp3,"You are my special
You are my special
You are my special
今際の際際で踊りましょう
東京前線興の都
往生際の際際で足掻きましょう
お行儀の悪い面も見せてよ
I love you, baby
謳い続けましょう
如何痴れ者も 如何余所者も
心燃える一挙手一投足
走り出したらアンコントロール
You are my special
無茶苦茶にしてくれないかい？
一切を存分に喰らい尽くして
一生迷宮廻遊ランデブー
眩暈がする程
You are my special
有耶無耶な儘廻る世界
No, no, no! そう冷静にはならないで
一生迷宮廻遊ランデブー
誰が如何言おうと
You are my special
We are special
You are my special
土俵際の際際で堪えましょう
東京沿線大荒れ模様
報道機関 氣裸氣裸 血走ります
冷静と俯瞰は御法度です
Get lost in me
自分を庇う言葉ばかりを
いつまで言い聞かせるの？
Get lost in me
生き様を悔いるなんて
そんなの御免だわ
応答してよ 其体温感じたいの
低体温のフローが点けた青い炎
ロマンティックに誤魔化さないで
単刀直入に切り裂いて
熱っぽいラブソングには酔えないよもう
I love you, baby
I love you, baby
今際の際際で踊りましょう
東京前線興の都
往生際の際際で足掻きましょう
お行儀の悪い
You are my special
無茶苦茶にしてくれないかい？
未来を存分に喰らい尽くして
一生迷宮廻遊ランデブー
眩暈がする程
You are my special
有耶無耶な儘廻る世界
No, no, no! そう冷静にはならないで
一生迷宮廻遊ランデブー
誰が如何言おうと
You are my special
We are special
冷静にはならないで
We are special
あなたはそのままで
We are special
どこまでも特別よ
We are special
誰が如何言おうと
You arе my special"
Just the two of us,https://www.youtube.com/watch?v=6POZlJAZsok,Just_the_two_of_us\official.mp3,"I see the crystal raindrops fall
And the beauty of it all
Is when the sun comes shining through
To make those rainbows in my mind
When I think of you sometime
And I wanna spend some time with you
Just the two of us
We can make it if we try
Just the two of us
(Just the two of us)
Just the two of us
Building castles in the sky
Just the two of us
You and I
We look for love, no time for tears
Wasted water's all that is
And it don't make no flowers grow
Good things might come to those who wait
Not for those who wait too late
We gotta go for all we know
Just the two of us
We can make it if we try
Just the two of us
(Just the two of us)
Just the two of us
Building them castles in the sky
Just the two of us
You and I
I hear the crystal raindrops fall
On the window down the hall
And it becomes the morning dew
And darling when the morning comes
And I see the morning sun
I wanna be the one with you
Just the two of us
We can make it if we try
Just the two of us
(Just the two of us)
Just the two of us
Building big castles way on high
Just the two of us
You and I
just the two of us
(We can make it, just the two of us)
Let's get it together baby (yeah)
(Just the two of us)
Just the two of us
(We can make it, just the two of us)
(Just the two of us)
(We can make it, just the two of us)
(Just the two of us)
(We can make it, just the two of us)
(Just the two of us)
(We can make it, just the two of us)
(Just the two of us)
(We can make it, just the two of us)
(Just the two of us)"
Bunny girl,https://www.youtube.com/watch?v=RCltAg_iK0E,Bunny_girl\official.mp3,"夜の始まりさ bunny girl 誘惑される鼓動に
弾け飛ぶ葛藤に愛を乾杯 伝えられなくても
恋の始まりさ bunny girl 誰かを穿って
澄んだ君の目を 孕んで
さあ キザなステップを刻んで
仕事帰りの疲れは 私と このグラスに
さあ 自分好みに縋って
世間に対する気持ち 私に注いでみない?
ありがちなラブソングでも 愛が込められてるの
それでも汚れるのね 君を見れば分かるの
下を向く君の目を 無理矢理剥ごうとはしない
だからそんな顔せず手を差し伸べて
ほら
夜の始まりさ bunny girl 誘惑される鼓動に
弾け飛ぶ葛藤に愛を乾杯 伝えられなくても
恋の始まりさ bunny girl 誰かを穿って
澄んだ君の目を 孕んで
君の愛を知った気で ハイになっていて
感度去っていて 毎度泣いていてさ
それくらいがいいんでしょ
さあ キザなステップを刻んで
君の顔色今では マシになってきてるから
君に委ねるわ bunny girl
私をあげるわ bunny girl 誘惑される鼓動に
弾け飛ぶ葛藤に愛を乾杯 伝えられてるはず
夜の始まりさ bunny girl 誰かを穿って
澄んだ君の目を 孕んで"
Renai circulation,https://www.youtube.com/watch?v=uKxyLmbOc0Q,Renai_circulation\official.mp3,"でも そんなんじゃ だめ もう そんなんじゃ ほら
心は進化するよ もっともっと
言葉にすれば消えちゃう関係なら
言葉を消せばいいやって 思ってた 恐れてた
だけど あれ? なんかちがうかも
せんりのみちもいっぽから!
石のようにかたい そんな意志で
ちりもつもればやまとなでしこ?
「し」抜きで いや 死ぬ気で!
ふわふわり ふわふわる
あなたが名前を呼ぶ それだけで 宙へ浮かぶ
ふわふわる ふわふわり
あなたが笑っている それだけで笑顔になる
神様 ありがとう
運命のいたずらでも
めぐり逢えたことが しあわせなの
でも そんなんじゃ だめ もう そんなんじゃ ほら
心は進化するよ もっともっと
そう そんなんじゃ やだ ねぇ そんなんじゃ まだ
私のこと見ててね ずっとずっと
私の中のあなたほど
あなたの中の私の存在は
まだまだ 大きくないことも わかってるけれど
今この同じ 瞬間
共有してる 実感
ちりもつもればやまとなでしこ!
略して? ちりつもやまとなでこ!
くらくらり くらくらる
あなたを見上げたら それだけで まぶしすぎて
くらくらる くらくらり
あなたを想っている それだけで とけてしまう
神様 ありがとう
運命のいたずらでも
めぐり逢えたことが しあわせなの
コイスル キセツハ ヨクバリ circulation
コイスル キモチハ ヨクバリ circulation
コイスル ヒトミハ ヨクバリ circulation
コイスル オトメハ ヨクバリ circulation
ふわふわり ふわふわる
あなたが名前を呼ぶ それだけで 宙へ浮かぶ
ふわふわる ふわふわり
あなたが笑っている それだけで 笑顔になる
神様 ありがとう
運命のいたずらでも
めぐり逢えたことが しあわせなの
でも そんなんじゃ だめ もう そんなんじゃ ほら
心は進化するよ もっともっと
そう そんなんじゃ やだ ねぇ そんなんじゃ まだ
私のこと見ててね ずっとずっと"
